brandName,categories/2,categories/3,itemId,itemSoldCntShow,itemUrl,location,name,nid,originalPrice,price,priceShow,ratingScore,review,sellerId,sellerName,skuId
No Brand,10002140,10002445,454602303,25 sold,//www.daraz.pk/products/5-i454602303.html,Sindh,SAMYANG RAMEN NOODLES YELLOW ( IMPORTED ) PACK OF 5 PIECES,454602303,5999,2789,"Rs. 2,789",,0,6.01E+12,SUB KUCH MIL JAE GA,2156312219
MIABC,10002140,10002445,299528769,906 sold,//www.daraz.pk/products/12-pack-of-12-indonesian-noodles-family-pack-i299528769.html,Sindh,ABC Noodles - Instant Noodles - Indonesia Spicy Noodles - Ramen Noodles - Wheat Noodles - Instant Fried Noodles (Pack of 12) Family Pack,299528769,2000,1849,"Rs. 1,849",4.597484277,159,6.01E+12,ABC Noodles,2027368841
No Brand,10002140,10002445,433581374,257 sold,//www.daraz.pk/products/samyang-creamy-carbo-noodles-pack-of-5-700gm-korean-ramen-imported-noodles-i433581374.html,Punjab,"Samyang Creamy Carbo Noodles Pack of 5,  700gm Korean Ramen Imported Noodles",433581374,2999,2899,"Rs. 2,899",4.885714286,35,6.01E+12,Hadi's Global Mart,2081176449
No Brand,10002142,10002450,603273289,,//www.daraz.pk/products/noodles-nongshim-mr-bibim-spicy-chicken-flavor-korean-noodles-pack-of-3-korean-food-instant-noodles-imported-in-best-original-quality-148g3-i603273289.html,Islamabad,Noodles | Nongshim Mr Bibim Spicy Chicken Flavor Korean Noodles |(Pack of 3 )- Korean food Instant Noodles| Imported | In best & original quality | 148g*3,603273289,3999,1500,"Rs. 1,500",,,6.01E+12,Choco Shop,2788358130
No Brand,10002140,10002445,154464548,100 sold,//www.daraz.pk/products/suree-rice-stick-noodles-5mm-gluten-free-400gm-i154464548.html,Punjab,"Suree Rice Stick Noodles 5MM, Gluten Free, 400gm",154464548,949,899,Rs. 899,4.636363636,11,6.01E+12,Word of Taste,1319570962
No Brand,10002142,10002450,559586434,16 sold,//www.daraz.pk/products/10-i559586434.html,Punjab,Indomie Noodle | Instant Noodles 120 Grams | Pack of 10 | (Meat Masala) Beef Flavour,559586434,,1099,"Rs. 1,099",5,2,6.01E+12,DAAr  marketplace ,2590599918
No Brand,10002140,10002445,216936179,32 sold,//www.daraz.pk/products/2x-i216936179.html,Sindh,Chinese Rameen 2X Spicy Flavor Noodles,216936179,800,700,Rs. 700,5,1,1586,The Eye Shahs (Karachi),1426966867
No Brand,10002140,10002445,427760098,63 sold,//www.daraz.pk/products/75-5-i427760098.html,Punjab,Indomie Instant Noodles (Special Vegetable Flavour) (PACK OF 5),427760098,1799,1199,"Rs. 1,199",5,2,6.01E+12,Indomie Noodles Saudi Arabia,2094003425
No Brand,10002140,10002445,449377167,30 sold,//www.daraz.pk/products/koka-prawn-instant-noodles-85g-imported-i449377167.html,Punjab,"Koka Prawn Instant Noodles, 85g Imported",449377167,499,475,Rs. 475,5,2,6.01E+12,Digital Commerce,2140004173
No Brand,10002140,10002445,450913688,19 sold,//www.daraz.pk/products/korean-ramen-jajjang-black-bean-noodles-family-pack-700-gram-green-pack-of-5-korean-noodles-imported-noodles-instant-noodles-stir-fried-noodles-i450913688.html,Punjab,jajjang  Black Bean Noodles family pack | 700 Gram | (Green Pack of 5) | Korean Noodles | Imported Noodles | Instant Noodles | Stir fried Noodles,450913688,3000,2449,"Rs. 2,449",5,2,6.01E+12,Grocer Store ,2156654262
No Brand,10002140,10002445,223986507,1.2K sold,//www.daraz.pk/products/2x-2-2x-i223986507.html,Punjab,Samyang Noodles 2X spicy | 2 Noodles | 140 grams instant Noodles| Red Hot Chicken Buldak Flavor | Korean Noodles Ramen 2x Spicy,223986507,1500,1099,"Rs. 1,099",4.568047337,169,6.01E+12,Infinity Box,1441813887
No Brand,10002140,10002445,205622436,25 sold,//www.daraz.pk/products/130-i205622436.html,Islamabad,Samyang Noodles Hot Chicken Flavor Ramen 130g,205622436,,850,Rs. 850,3.666666667,3,1046565,Bilal export,1409888044
No Brand,10002140,10002445,488691593,46 sold,//www.daraz.pk/products/samyang-combo-of-5-different-flavors-noodles-pinkgreenpurplecreamyoriginal-pink-carbonara-green-jjajang-black-bean-sauce-creamy-carbonara-habanero-lime-purple-orange-original-spicy-korean-noodles-imported-noodles-i488691593.html,Punjab,"Samyang Combo of 5 Different Flavors Noodles (Pink+Green+Purple+Creamy+Original) Pink Carbonara, Green Jjajang Black Bean Sauce, Creamy Carbonara, Habanero Lime Purple, Orange Original Spicy Korean Noodles Imported Noodles,",488691593,3499,2599,"Rs. 2,599",5,5,6.01E+12,ImpoSeller,2298684826
No Brand,10002140,10002445,459597600,95 sold,//www.daraz.pk/products/5-i459597600.html,Sindh,Korean Kai Kimchi Wok Instant Ramen Noodles Pack of 5,459597600,,1150,"Rs. 1,150",4.857142857,7,1058859,Shahzain co,2179264818
MIABC,10002140,10002445,299103682,113 sold,//www.daraz.pk/products/pack-of-40-indonesian-noodles-instant-noodles-hot-and-spicy-noodles-instant-fried-noodles-flavour-noodles-fiery-noodles-abc-noodles-40-selera-pedas-flavour-noodles-in-one-pack-instant-spicy-noodles-carton-pack-pack-of-40-i299103682.html,Sindh,Pack of 40 Indonesian Noodles  - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles  - Fiery Noodles -  Abc Noodles 40 Selera Pedas -    Flavour Noodles In One Pack -  Instant Spicy Noodles Carton Pack (Pack of 40),299103682,6000,5599,"Rs. 5,599",4.769230769,26,6.01E+12,ABC Noodles,1617478893
No Brand,10002142,10002450,221986914,113 sold,//www.daraz.pk/products/samyang-noodles-carbonara-ramens-pink-pack-of-5-650-grams-instant-noodles-imported-korean-noodles-i221986914.html,Punjab,Samyang Noodles Carbonara Ramens (Pink Pack of 5) 650 grams instant Noodles (Imported) Korean Noodles,221986914,3500,2899,"Rs. 2,899",4.818181818,11,6.01E+12,Quik Shop,1914648157
No Brand,10002142,10002450,473201666,27 sold,//www.daraz.pk/products/samyang-4-different-korean-ramen-noodles-pink-carboyellow-cheesegreen-jjajangcreamy-carbo-4-flavours-korean-noodles-imported-noodles-i473201666.html,Punjab,Samyang 4 Different Korean Ramen Noodles (Pink Carbo+Yellow Cheese+Green Jjajang+Creamy Carbo) (4 Flavours) Korean Noodles Imported Noodles,473201666,2499,2099,"Rs. 2,099",5,4,6.01E+12,ImpoSeller,2233573029
No Brand,10002142,10002450,518354036,5 sold,//www.daraz.pk/products/samyang-ramen-pack-of-2-pink-carbonara-ramen-habanero-lime-noodles-130g140g-imported-noodles-korean-noodles-i518354036.html,Punjab,Samyang Ramen (Pack of 2) Pink Carbonara Ramen+ Habanero Lime Noodles 130g+140g Imported Noodles Korean Noodles,518354036,1299,1170,"Rs. 1,170",5,3,6.01E+12,Thebab,2454450844
No Brand,10002140,10002445,431492208,170 sold,//www.daraz.pk/products/koka-tom-yum-instant-noodles-85g-i431492208.html,Punjab,"Koka Tom Yum Instant Noodles, 85G",431492208,499,475,Rs. 475,4.666666667,9,6.01E+12,Digital Commerce,2057270405
No Brand,10002142,10002450,501580404,8 sold,//www.daraz.pk/products/samyang-korean-noodles-pack-of-2-samyang-cream-carbonara-samyang-jjajang-black-bean-buldak-ramen-samyang-noodles-instant-noodles-korean-noodles-i501580404.html,Punjab,Samyang Korean Noodles Pack of 2 ( Samyang Cream Carbonara +Samyang jjajang Black bean) | Buldak Ramen - Samyang Noodles - Instant Noodles - Korean Noodles,501580404,1500,1250,"Rs. 1,250",4,2,6.01E+12,Infinity Box,2397247721
No Brand,10002140,10002445,573652147,,//www.daraz.pk/products/130-gram-noodles-i573652147.html,Punjab,130 gram noodles,573652147,2119,896,Rs. 896,,,6.01E+12,RS4 Collection,2652627514
No Brand,10002140,10002445,588224808,13 sold,//www.daraz.pk/products/nissin-rich-fiery-broth-noodle-106g-i588224808.html,Punjab,Nissin Rich Fiery Broth Noodle - 106g,588224808,,500,Rs. 500,3,3,6.01E+12,Bin Khawar Mart,2713562309
No Brand,10002142,10002450,495894774,,//www.daraz.pk/products/noodles-prb-egg-noodle-in-original-imported-quality-400-gm-i495894774.html,Islamabad,Noodles | PRB Egg Noodle| In original & imported quality  |  400 gm,495894774,5800,770,Rs. 770,,,6.01E+12,ForreyShop,2370927657
No Brand,10002142,10002450,426673058,22 sold,//www.daraz.pk/products/227-i426673058.html,Punjab,Siblings Chinese Noodles Pancit Canton 227g,426673058,,1195,"Rs. 1,195",3.666666667,3,6.01E+12,Nesto Hypermarket UAE,2025327568
No Brand,10002142,10002450,488248980,13 sold,//www.daraz.pk/products/samyang-soupy-original-spicyextra-spicy-noodles-pack-of-2-orange-original-spicy-extra-spicy-korean-noodles-ramen-120gx2-imported-noodles-rich-vegetable-flavor-stir-fried-soup-type-i488248980.html,Punjab,Samyang Soupy (Original Spicy+Extra Spicy) Noodles Pack of 2 Orange Original Spicy + Extra Spicy Korean Noodles Ramen 120gx2 Imported Noodles Rich Vegetable Flavor Stir Fried Soup Type,488248980,1399,975,Rs. 975,4,2,6.01E+12,ImpoSeller,2296646885
No Brand,10002140,10002445,496514976,,//www.daraz.pk/products/samyang-hot-chicken-ramen-3x-noodles-ramen-pack-of-2-140-grams-each-noodle-samyang-ramen-samyang-3x-spicy-ramen-buldak-korean-ramen-3x-spicy-korean-noodles-samyang-noodles-i496514976.html,Punjab,Samyang Hot Chicken Ramen 3x Noodles Ramen Pack of 2 | 140 grams each Noodle | Samyang Ramen | Samyang 3x Spicy Ramen | Buldak Korean Ramen | 3x Spicy Korean Noodles | Samyang Noodles,496514976,1500,1199,"Rs. 1,199",,,6.01E+12,Anaan,2375585821
No Brand,10002142,10002450,495911754,,//www.daraz.pk/products/noodles-prb-egg-noodle-in-original-imported-quality-400-gm-i495911754.html,Islamabad,Noodles | PRB Egg Noodle| In original & imported quality  |  400 gm,495911754,5800,599,Rs. 599,,,6.01E+12,forrenshop2,2370973249
No Brand,10002140,10002445,208566124,325 sold,//www.daraz.pk/products/-i208566124.html,Punjab,Nongshim Ramen Kimchi Korean Noodles,208566124,,595,Rs. 595,4.333333333,27,6.01E+12,Ibn E Battuta Mall,1413992950
No Brand,10002140,10002445,539803087,50 sold,//www.daraz.pk/products/140-i539803087.html,Sindh,Samyang Cheese Hot Chicken Buldak Noodles 140g,539803087,750,549,Rs. 549,5,2,6.01E+12,Infinate Option Store,2527014455
No Brand,10002140,10002445,257520743,85 sold,//www.daraz.pk/products/10-80-x-ksa-i257520743.html,Punjab,Indomie Special Fried Instant Noodles 80g x Pack of 10 ( KSA IMPORTE,257520743,3699,3199,"Rs. 3,199",5,10,6.01E+12,Indomie Noodles Saudi Arabia,2251521846
No Brand,10002142,10002450,269855806,171 sold,//www.daraz.pk/products/3-i269855806.html,Punjab,Samyang Hot Chicken Flavor Ramen Noodles Deal  3 Noodles | Hot Chicken Buldak Cheese Ramen | Hot Chicken Flavor Ramen(original) | Hot Chicken Carbo Samyang Korean Imported Korean Noodles  Instant Noodles,269855806,2000,1699,"Rs. 1,699",4.318181818,22,6.01E+12,Infinity Box,2308111475
MIABC,10002142,10002450,298899519,406 sold,//www.daraz.pk/products/mi-abc-salera-pedas-hot-semur-chicken-flavour-instant-noodles-instant-spicy-noodles-mini-family-pack-pack-of-4-i298899519.html,Sindh,Pack of 4 Indonesian Noodles  - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles  - Fiery Noodles -  Abc Noodles 4 Selera Pedas -    Flavour Noodles In One Pack -  Instant Spicy Noodles Mini Family Pack (Pack of 4),298899519,1000,649,Rs. 649,4.473684211,76,6.01E+12,ABC Noodles,1615929771
Indomie Noodles,10002140,10002445,411651535,16 sold,//www.daraz.pk/products/70-40-i411651535.html,Punjab,"Indomie instants noodles, 120g, Pack of 40",411651535,,4049,"Rs. 4,049",4,4,6.01E+12, EDar Traders ,2054196898
